Jet #1 Particle Count: 35
 452 453 454 455 456 457 636 637 638 640 642 643 644 753 754 755 756 757 758 759 760 761 762 858 859 860 861 862 863 923 924 925 926 927 928
Jet #2 Particle Count: 19
 338 342 593 707 708 710 711 712 713 832 833 892 893 970 971 973 974 990 991
Jet #3 Particle Count: 47
 392 395 396 400 404 406 607 608 609 610 611 613 615 617 620 733 734 735 736 737 738 739 740 742 743 842 843 844 845 846 847 884 885 886 887 913 914 917 918 919 920 921 975 976 977 978 979
Jet #4 Particle Count: 63
 470 471 475 478 483 484 489 491 493 646 647 648 649 650 651 652 653 654 655 772 773 774 775 776 779 780 781 782 783 784 785 787 788 790 929 930 931 932 933 934 935 936 937 938 939 940 941 942 943 945 946 948 949 982 983 985 986 987 996 997 999 1001 1002
Jet #5 Particle Count: 40
 419 421 423 430 431 432 433 435 622 623 624 626 628 629 631 632 634 745 746 747 748 749 750 752 848 849 850 851 852 853 854 855 856 857 888 889 992 993 994 995
nJets: 5
id pT eta phi m
-211 0.584714714015 0.762107619268 -2.69713233639 0.13957
211 0.418196441753 1.36843385664 2.18148045447 0.13957
-211 0.512421640024 0.619184884296 1.73896587874 0.13957
22 0.540328739126 0.998402154085 -1.36702359358 0
22 0.102855881786 0.457289805959 -1.20005105435 0
22 0.021322486688 3.22890295081 2.82755486981 0
22 0.00850360337896 -1.40061085422 2.72623402937 0
22 0.107196181328 2.60035425086 -0.268864998748 0
22 0.0308735195437 0.731844792899 -1.24057130375 0
22 0.0997227375689 0.651287965326 2.52476030831 0
22 0.0301205017717 2.7008425916 2.10640069784 0
22 0.107660383017 2.00366547283 0.693206168105 0
22 0.148308218033 1.202132434 1.38789037106 0
22 0.12300493373 2.39714260367 1.62033752142 0
22 0.0101867594173 -0.194364634948 -0.542279545966 0
22 0.430912512588 1.60410376341 1.05005631179 0
22 0.291266787932 1.57878867148 1.43254549844 0
22 0.074842512911 -1.84648523017 -2.06018776267 0
22 0.126767384637 -2.27199174138 2.78430650318 0
22 0.018159635852 -1.64286846208 -2.82178387387 0
22 0.0914359642244 -4.16127744892 2.75138075951 0
22 0.113772731389 -2.06996747144 3.07313585482 0
22 0.0231863598406 -4.09787559445 1.92650768332 0
211 5.63073737954 -0.06952662484 1.48739562094 0.13957
-211 7.77111725677 -0.148073410624 1.46791461191 0.13957
22 0.368271281804 1.0398072532 3.02496890963 0
22 1.53044839659 1.06873624472 -3.08053111711 0
22 1.076583005 0.835062467077 -2.89652079014 0
11 0.0225990817528 1.01144059013 -2.72758855848 0.000511
-11 0.797503093655 0.970849758308 -2.87279329794 0.000511
22 0.0404420408293 -5.23559671388 -2.15198671775 0
22 0.178051535675 -4.35584770283 -0.729205945858 0
22 0.107398540697 -4.4438967768 0.0878696615978 0
22 0.0638761444061 -5.90371540748 0.433656882821 0
22 0.0540880208999 -3.36711030253 -1.16864118921 0
22 0.197554670506 -4.42159047057 -0.456365981215 0
22 0.0906274437146 8.09527095529 0.265506966919 0
22 0.170614746338 7.0714197529 0.0775773131339 0
22 0.104468368252 7.52945914698 -1.09652269985 0
22 0.0827544384867 7.80348965534 0.490230649446 0
22 0.100216659602 6.88717676178 -1.26810309933 0
22 0.0597756126095 8.29222400126 -2.1446189376 0
22 0.0759420506891 4.02206880397 1.89444819854 0
22 0.175824146359 5.13228903977 1.89540344701 0
22 0.20981631749 5.30115309858 1.8687859728 0
22 0.337870556636 4.9194833389 1.53625636763 0
22 0.0521815634889 5.71174091124 -2.81753739289 0
22 0.0570526013164 4.18146387481 1.19775029506 0
22 0.257465297806 0.656205929342 -0.598102298434 0
22 0.125517498079 0.53715322368 -1.35757217994 0
-2112 2.14998683407 1.0462334296 -0.461757691846 0.93957
22 0.100410992916 1.74666644533 -1.2761096478 0
22 0.311366471664 1.05692495291 -0.978621091325 0
211 1.23214569113 1.33475966979 -0.503965435539 0.13957
211 19.6296406657 1.2120256295 -0.692266340881 0.13957
22 0.166843259881 1.97307242886 -2.34112626829 0
22 0.300536603898 2.14552381864 -2.92700155783 0
22 0.0302103796778 2.2203837161 -1.1943655458 0
22 0.279251459622 2.66929153067 -2.74253189915 0
211 0.258224391702 0.00272731744958 2.77160390104 0.13957
-211 0.155868644 -0.100719959677 1.21841547469 0.13957
22 0.222473215014 -7.0277420637 0.3587968936 0
22 0.0160025092886 -5.7770272898 2.66281916619 0
22 0.0576323724545 -6.75783624878 -1.57004454489 0
22 0.226038725337 -7.34290527168 -0.49625616927 0
22 0.217264559436 -7.10952750378 -0.929137747593 0
22 0.0965223015266 -7.28897722839 0.0207899768736 0
22 0.113747520924 -3.29864968842 -1.22449915148 0
22 0.270733776484 -3.08974792648 -0.466308796286 0
22 0.0619538518528 -3.44967345392 -1.06693215863 0
22 0.0923720739363 -4.84614044964 -0.0813073730178 0
22 0.0904417792222 -3.0299232991 -2.82642784154 0
22 0.208703510273 -3.09285082228 -1.80172796491 0
-321 15.7073383234 1.35826816921 -1.52686264631 0.49368
211 9.81396389929 1.42803122561 -1.5235075991 0.13957
22 0.67408673221 1.41294401329 -1.44350855488 0
22 2.21295661149 1.42509844853 -1.55340942865 0
130 6.95696249307 -0.185346897512 1.44908083015 0.49761
22 0.768392030403 -0.160813225111 1.43265719336 0
