0.9
node parent1 parent2 dist pt eta phi m
397 0 393 0.700662857284 1.22553369699 -5.31536335376 0.271874256585 2.47343337551
0 -1 -1 0 0.591768652119 -4.64663033907 1.5992912772 0.13957
393 374 377 0.643134763074 1.22579956674 -5.03096590255 -0.215756339777 1.7628295141
374 1 353 0.334797850504 0.487254841194 -5.62031385333 0.246253142907 0.953359401912
1 -1 -1 0 0.22530882226 -5.44558999186 -0.195011260126 0.13957
353 3 295 0.196498225151 0.299411732629 -5.61581117228 0.573441860596 0.707758418597
3 -1 -1 0 0.180130808441 -5.41382560347 0.6555032402 0.49368
295 27 32 0.0591961677965 0.120792903663 -5.84709898763 0.450899756433 0.00783479047841
27 -1 -1 0 0.056936907706 -5.77913823822 0.470244368663 0
32 -1 -1 0 0.0638761444061 -5.90371540748 0.433656882821 0
377 360 363 0.349779609326 0.818954820601 -4.17344852468 -0.484175232079 0.427214465781
360 31 339 0.231592108368 0.460965063733 -4.44966915611 -0.439817243367 0.145312707939
31 -1 -1 0 0.107398540697 -4.4438967768 0.0878696615978 0
339 30 34 0.128686660001 0.372125982873 -4.40026982649 -0.585658283572 0.0524819935942
30 -1 -1 0 0.178051535675 -4.35584770283 -0.729205945858 0
34 -1 -1 0 0.197554670506 -4.42159047057 -0.456365981215 0
363 20 33 0.24800320099 0.359025547574 -3.64367594521 -0.541140084848 0.100206410565
20 -1 -1 0 0.316836923338 -3.64741932482 -0.440742147777 0
33 -1 -1 0 0.0540880208999 -3.36711030253 -1.16864118921 0
